Timestamp: 2024-01-03T05:53:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T00:26:00Z, Latitude: 37.706753, Longitude: -121.796196, Barometric Pressure: None, Engine Load: None, Intake Temp: 18, MAF: 37.06, Engine Speed: 2108.5, Throttle Position: 0.27058823529411763, Travelled Distance: None, Speed: 64
Timestamp: 2024-01-05T00:27:00Z, Latitude: 37.702351, Longitude: -121.800438, Barometric Pressure: None, Engine Load: None, Intake Temp: 20, MAF: 4.31, Engine Speed: 717.75, Throttle Position: 0.1568627450980392, Travelled Distance: 49642.5, Speed: 46
Timestamp: 2024-01-05T00:29:00Z, Latitude: 37.68058, Longitude: -121.805527, Barometric Pressure: None, Engine Load: None, Intake Temp: 18, MAF: 5.84, Engine Speed: 1611.5, Throttle Position: 0.16862745098039217, Travelled Distance: None, Speed: 83
Timestamp: 2024-01-05T00:31:00Z, Latitude: 37.664261, Longitude: -121.805634, Barometric Pressure: 101, Engine Load: 0.216, Intake Temp: 18, MAF: 5.01, Engine Speed: 1411.5, Throttle Position: 0.1607843137254902, Travelled Distance: 49647, Speed: 69
Timestamp: 2024-01-05T00:32:00Z, Latitude: 37.653618, Longitude: -121.805702, Barometric Pressure: 101, Engine Load: 0.122, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49648.1, Speed: 43
Timestamp: 2024-01-05T00:33:00Z, Latitude: 37.652889, Longitude: -121.805725, Barometric Pressure: None, Engine Load: None, Intake Temp: 18, MAF: 45.73, Engine Speed: 2291.25, Throttle Position: 0.34509803921568627, Travelled Distance: None, Speed: 70
Timestamp: 2024-01-05T00:34:00Z, Latitude: 37.644592, Longitude: -121.801369, Barometric Pressure: None, Engine Load: None, Intake Temp: 19, MAF: 9.25, Engine Speed: 1462.5, Throttle Position: 0.1803921568627451, Travelled Distance: 49649.2, Speed: 78
Timestamp: 2024-01-05T00:35:00Z, Latitude: 37.627548, Longitude: -121.803551, Barometric Pressure: None, Engine Load: None, Intake Temp: 17, MAF: 30.57, Engine Speed: 1675, Throttle Position: 0.3333333333333333, Travelled Distance: None, Speed: 87
Timestamp: 2024-01-05T00:36:00Z, Latitude: 37.62273, Longitude: -121.808968, Barometric Pressure: 99, Engine Load: 0.337, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49652, Speed: 81
Timestamp: 2024-01-05T00:40:00Z, Latitude: 37.603645, Longitude: -121.84288, Barometric Pressure: None, Engine Load: None, Intake Temp: 22, MAF: 3.01, Engine Speed: 664.75, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 0
Timestamp: 2024-01-05T00:55:00Z, Latitude: 37.577011, Longitude: -121.971275, Barometric Pressure: None, Engine Load: None, Intake Temp: 18, MAF: 15.29, Engine Speed: 1402.25, Throttle Position: 0.24705882352941178, Travelled Distance: 49670.5, Speed: 34
Timestamp: 2024-01-05T00:56:00Z, Latitude: 37.57893, Longitude: -121.981117, Barometric Pressure: 102, Engine Load: 0.09, Intake Temp: 20, MAF: 2.9, Engine Speed: 1060.75, Throttle Position: 0.14901960784313725, Travelled Distance: 49671.4, Speed: 74
Timestamp: 2024-01-05T00:57:00Z, Latitude: 37.580357, Longitude: -121.989761, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T00:58:00Z, Latitude: 37.580349, Longitude: -121.989769, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49671.4, Speed: 3
Timestamp: 2024-01-05T00:59:00Z, Latitude: 37.580147, Longitude: -121.990761, Barometric Pressure: None, Engine Load: None, Intake Temp: 24, MAF: 18.35, Engine Speed: 1408.5, Throttle Position: 0.30196078431372547, Travelled Distance: None, Speed: 18
Timestamp: 2024-01-05T01:00:00Z, Latitude: 37.580784, Longitude: -121.996117, Barometric Pressure: 102, Engine Load: 0.314, Intake Temp: 24, MAF: 7.71, Engine Speed: 1285, Throttle Position: 0.1843137254901961, Travelled Distance: 49672.8, Speed: 65
Timestamp: 2024-01-05T01:01:00Z, Latitude: 37.58279, Longitude: -122.00753, Barometric Pressure: 102, Engine Load: 0.314, Intake Temp: 23, MAF: 13.04, Engine Speed: 1279.5, Throttle Position: 0.21568627450980393, Travelled Distance: 49673.9, Speed: 63
Timestamp: 2024-01-05T01:02:00Z, Latitude: 37.586033, Longitude: -122.017097, Barometric Pressure: None, Engine Load: None, Intake Temp: 25, MAF: 2.5, Engine Speed: 1007, Throttle Position: 0.14901960784313725, Travelled Distance: 49674.8, Speed: 5
Timestamp: 2024-01-05T01:03:00Z, Latitude: 37.587345, Longitude: -122.021721, Barometric Pressure: 102, Engine Load: 0.235, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49675.2, Speed: 32
Timestamp: 2024-01-05T01:04:00Z, Latitude: 37.588123, Longitude: -122.024521, Barometric Pressure: 102, Engine Load: 0.298, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49675.4, Speed: 42
Timestamp: 2024-01-05T01:05:00Z, Latitude: 37.590763, Longitude: -122.034042, Barometric Pressure: 102, Engine Load: 0.114, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49676.3, Speed: 39
Timestamp: 2024-01-05T01:06:00Z, Latitude: 37.592224, Longitude: -122.039398, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T01:07:00Z, Latitude: 37.59222, Longitude: -122.039406, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T01:08:00Z, Latitude: 37.595612, Longitude: -122.051468, Barometric Pressure: None, Engine Load: None, Intake Temp: 27, MAF: 3.35, Engine Speed: 1314.75, Throttle Position: 0.15294117647058825, Travelled Distance: None, Speed: 59
Timestamp: 2024-01-05T01:09:00Z, Latitude: 37.598301, Longitude: -122.059006, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T01:10:00Z, Latitude: 37.598301, Longitude: -122.059052, Barometric Pressure: None, Engine Load: None, Intake Temp: 27, MAF: 9.73, Engine Speed: 1346, Throttle Position: 0.1843137254901961, Travelled Distance: None, Speed: 55
Timestamp: 2024-01-05T01:11:00Z, Latitude: 37.598381, Longitude: -122.066551, Barometric Pressure: 103, Engine Load: 0.349, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49679.3, Speed: 20
Timestamp: 2024-01-05T01:12:00Z, Latitude: 37.60078, Longitude: -122.065552, Barometric Pressure: 103, Engine Load: 0.298, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49679.6, Speed: 5
Timestamp: 2024-01-05T01:13:00Z, Latitude: 37.60133, Longitude: -122.066833, Barometric Pressure: 103, Engine Load: 0.259, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49679.6, Speed: 6
Timestamp: 2024-01-05T01:14:00Z, Latitude: 37.601295, Longitude: -122.066841, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T01:15:00Z, Latitude: 37.601315, Longitude: -122.066856, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T02:39:00Z, Latitude: 37.600918, Longitude: -122.065811, Barometric Pressure: 102, Engine Load: 0.302, Intake Temp: 38, MAF: 8.18, Engine Speed: 1217, Throttle Position: 0.13725490196078433, Travelled Distance: 49679.9, Speed: 7
Timestamp: 2024-01-05T02:41:00Z, Latitude: 37.598194, Longitude: -122.065453, Barometric Pressure: 103, Engine Load: 0.161, Intake Temp: 32, MAF: 25.65, Engine Speed: 1574, Throttle Position: 0.2980392156862745, Travelled Distance: 49680.3, Speed: 48
Timestamp: 2024-01-05T02:42:00Z, Latitude: 37.598663, Longitude: -122.060265, Barometric Pressure: 103, Engine Load: 0.2, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49680.3, Speed: 25
Timestamp: 2024-01-05T02:43:00Z, Latitude: 37.599449, Longitude: -122.060921, Barometric Pressure: None, Engine Load: None, Intake Temp: 29, MAF: 45.62, Engine Speed: 2344.5, Throttle Position: 0.396078431372549, Travelled Distance: None, Speed: 31
Timestamp: 2024-01-05T02:44:00Z, Latitude: 37.606686, Longitude: -122.066475, Barometric Pressure: None, Engine Load: None, Intake Temp: 29, MAF: 2.95, Engine Speed: 1135, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 51
Timestamp: 2024-01-05T02:45:00Z, Latitude: 37.611652, Longitude: -122.070007, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T02:46:00Z, Latitude: 37.613121, Longitude: -122.071053, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T02:47:00Z, Latitude: 37.614338, Longitude: -122.07193, Barometric Pressure: None, Engine Load: None, Intake Temp: 30, MAF: 3.31, Engine Speed: 864.75, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 13
Timestamp: 2024-01-05T02:48:00Z, Latitude: 37.618542, Longitude: -122.074905, Barometric Pressure: None, Engine Load: None, Intake Temp: 28, MAF: 2.76, Engine Speed: 1064, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 47
Timestamp: 2024-01-05T02:49:00Z, Latitude: 37.62307, Longitude: -122.078156, Barometric Pressure: 103, Engine Load: 0.286, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49683.6, Speed: 32
Timestamp: 2024-01-05T02:50:00Z, Latitude: 37.627224, Longitude: -122.081146, Barometric Pressure: None, Engine Load: None, Intake Temp: 28, MAF: 2.82, Engine Speed: 951.5, Throttle Position: 0.1450980392156863, Travelled Distance: None, Speed: 45
Timestamp: 2024-01-05T02:51:00Z, Latitude: 37.631805, Longitude: -122.084373, Barometric Pressure: 102, Engine Load: 0.365, Intake Temp: 28, MAF: 2.64, Engine Speed: 1217, Throttle Position: 0.25882352941176473, Travelled Distance: 49685.3, Speed: 26
Timestamp: 2024-01-05T02:52:00Z, Latitude: 37.638981, Longitude: -122.089546, Barometric Pressure: None, Engine Load: None, Intake Temp: 27, MAF: 20.46, Engine Speed: 1396.75, Throttle Position: 0.3137254901960784, Travelled Distance: None, Speed: 64
Timestamp: 2024-01-05T02:53:00Z, Latitude: 37.644379, Longitude: -122.093399, Barometric Pressure: None, Engine Load: None, Intake Temp: 28, MAF: 2.45, Engine Speed: 1213.25, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 38
Timestamp: 2024-01-05T02:54:00Z, Latitude: 37.649048, Longitude: -122.096756, Barometric Pressure: None, Engine Load: None, Intake Temp: 27, MAF: 22.53, Engine Speed: 1822.5, Throttle Position: 0.2784313725490196, Travelled Distance: None, Speed: 50
Timestamp: 2024-01-05T02:55:00Z, Latitude: 37.657421, Longitude: -122.101974, Barometric Pressure: None, Engine Load: None, Intake Temp: 25, MAF: 20.4, Engine Speed: 1462.5, Throttle Position: 0.20784313725490197, Travelled Distance: None, Speed: 76
Timestamp: 2024-01-05T02:56:00Z, Latitude: 37.674053, Longitude: -122.113678, Barometric Pressure: 102, Engine Load: 0.071, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49689.8, Speed: 97
Timestamp: 2024-01-05T02:57:00Z, Latitude: 37.682297, Longitude: -122.125473, Barometric Pressure: 102, Engine Load: 0.6, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49691.3, Speed: 79
Timestamp: 2024-01-05T02:59:00Z, Latitude: 37.690556, Longitude: -122.126305, Barometric Pressure: None, Engine Load: None, Intake Temp: 21, MAF: 5.6, Engine Speed: 1691.25, Throttle Position: 0.1568627450980392, Travelled Distance: None, Speed: 86
Timestamp: 2024-01-05T03:00:00Z, Latitude: 37.688519, Longitude: -122.110497, Barometric Pressure: 102, Engine Load: 0.51, Intake Temp: 19, MAF: 86.71, Engine Speed: 2971, Throttle Position: 0.2980392156862745, Travelled Distance: 49695.2, Speed: 104
Timestamp: 2024-01-05T03:01:00Z, Latitude: 37.69051, Longitude: -122.089981, Barometric Pressure: 102, Engine Load: 0.514, Intake Temp: 18, MAF: 25.48, Engine Speed: 2139, Throttle Position: 0.34901960784313724, Travelled Distance: 49696.9, Speed: 111
Timestamp: 2024-01-05T03:02:00Z, Latitude: 37.691067, Longitude: -122.068474, Barometric Pressure: 102, Engine Load: 0.706, Intake Temp: 19, MAF: 25.21, Engine Speed: 2079.5, Throttle Position: 0.15294117647058825, Travelled Distance: 49698.9, Speed: 107
Timestamp: 2024-01-05T03:03:00Z, Latitude: 37.694061, Longitude: -122.047707, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49700.8, Speed: 115
Timestamp: 2024-01-05T03:08:00Z, Latitude: 37.69825, Longitude: -121.949615, Barometric Pressure: None, Engine Load: None, Intake Temp: 17, MAF: 27.09, Engine Speed: 2232.75, Throttle Position: 0.20392156862745098, Travelled Distance: None, Speed: 113
Timestamp: 2024-01-05T03:09:00Z, Latitude: 37.701763, Longitude: -121.916611, Barometric Pressure: 101, Engine Load: 0.318, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49711.7, Speed: 114
Timestamp: 2024-01-05T03:10:00Z, Latitude: 37.701611, Longitude: -121.90657, Barometric Pressure: 101, Engine Load: 0.067, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49713.5, Speed: 105
Timestamp: 2024-01-05T03:11:00Z, Latitude: 37.701374, Longitude: -121.876984, Barometric Pressure: 101, Engine Load: 0.318, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49715.3, Speed: 100
Timestamp: 2024-01-05T03:12:00Z, Latitude: 37.701126, Longitude: -121.85569, Barometric Pressure: 101, Engine Load: 0.243, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49717.1, Speed: 100
Timestamp: 2024-01-05T03:13:00Z, Latitude: 37.701061, Longitude: -121.846214, Barometric Pressure: None, Engine Load: None, Intake Temp: 17, MAF: 20.15, Engine Speed: 1881.25, Throttle Position: 0.2901960784313726, Travelled Distance: 49718.8, Speed: 97
Timestamp: 2024-01-05T03:14:00Z, Latitude: 37.700897, Longitude: -121.827049, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T03:15:00Z, Latitude: 37.700676, Longitude: -121.80854, Barometric Pressure: 101, Engine Load: 0.627, Intake Temp: 18, MAF: 4.54, Engine Speed: 1755.25, Throttle Position: 0.1607843137254902, Travelled Distance: 49722.1, Speed: 94
Timestamp: 2024-01-05T03:19:00Z, Latitude: 37.701977, Longitude: -121.793259, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T03:20:00Z, Latitude: 37.701981, Longitude: -121.793205, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T05:21:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T09:23:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T13:26:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T15:27:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T18:28:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T19:29:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T20:29:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T20:52:00Z, Latitude: 37.705418, Longitude: -121.794647, Barometric Pressure: 101, Engine Load: 0.176, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49724.3, Speed: 36
Timestamp: 2024-01-05T20:53:00Z, Latitude: 37.70578, Longitude: -121.794304, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T20:54:00Z, Latitude: 37.706818, Longitude: -121.796181, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-01-05T20:55:00Z, Latitude: 37.705921, Longitude: -121.797005, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49725.3, Speed: 60
Timestamp: 2024-01-05T20:58:00Z, Latitude: 37.701347, Longitude: -121.842323, Barometric Pressure: None, Engine Load: None, Intake Temp: 19, MAF: 29.75, Engine Speed: 2167, Throttle Position: 0.2823529411764706, Travelled Distance: 49729.4, Speed: 112
Timestamp: 2024-01-05T20:59:00Z, Latitude: 37.701527, Longitude: -121.862961, Barometric Pressure: None, Engine Load: None, Intake Temp: 19, MAF: 6.23, Engine Speed: 2021.75, Throttle Position: 0.16862745098039217, Travelled Distance: None, Speed: 105
Timestamp: 2024-01-05T21:00:00Z, Latitude: 37.701801, Longitude: -121.893181, Barometric Pressure: 101, Engine Load: 0.11, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49733.1, Speed: 108
Timestamp: 2024-01-05T21:01:00Z, Latitude: 37.701904, Longitude: -121.903442, Barometric Pressure: None, Engine Load: None, Intake Temp: 20, MAF: 28.21, Engine Speed: 1939.75, Throttle Position: 0.34901960784313724, Travelled Distance: None, Speed: 99
Timestamp: 2024-01-05T21:02:00Z, Latitude: 37.701279, Longitude: -121.922188, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 49736.5, Speed: 104
